timestamp,tOut,humidity,tIn,maciek,dawid,wojtek,patryk
1571577200,2.135,86.5,19.4836310947916,0,0,0,1
1571578100,2.187,86,19.4808519250495,0,0,0,1
1571579000,2.065,86.7,19.0897908069719,0,1,0,0
1571579900,2.205,84.6,20,0,0,0,0
1571580800,2.096,83,20,0,0,0,0
1571581700,1.735,80.8999,19.9489446157396,0,1,0,0
1571582600,1.667,78.1,20,0,0,0,0
1571583500,2.101,74.7999,20.7668897273252,1,0,0,0
1571584400,2.875,71.5,20.3934775131252,1,0,0,0
1571585300,3.531,66.8999,20.7719427210045,1,0,0,0
1571586200,3.611,64.9099,20,0,0,0,0
1571587100,3.919,62.98,20,0,0,0,0
1571588000,4.258,62.5,20,0,0,0,0
1571588900,4.486,59.73,20,0,0,0,0
1571589800,5.16399,53.3,20,0,0,0,0
1571590700,5.297,51.5699,20,0,0,0,0
1571591600,5.187,53.39,20,0,0,0,0
1571592500,4.99599,54.4399,20,0,0,0,0
1571593400,4.69199,54.37,20,0,0,0,0
1571594300,4.963,57.35,20,0,0,0,0
1571595200,5.15099,57.14,20,0,0,0,0
1571596100,4.934,62.96,20,0,0,0,0
1571597000,4.30299,60.79,20.0945515101084,0,0,1,0
1571597900,4.765,62.18,20.1845838933331,0,0,1,0
1571598800,4.335,66.37,20.6222756238426,0,0,1,0
1571599700,3.81,63.97,20,0,0,0,0
1571600600,3.67,63.7,20,0,0,0,0
1571601500,4.14999,62.45,20,0,0,0,0
1571602400,5.036,58.09,20,0,0,0,0
1571603300,5.05299,58.93,20,0,0,0,0
1571604200,4.02699,65.33,20,0,0,0,0
1571605100,3.275,69.5499,20,0,0,0,0
1571606000,2.595,77.5,20,0,0,0,0
1571606900,1.986,79.2999,19.6146467196228,0,0,0,1
1571607800,2.361,75.5,19.3880088435152,0,0,0,1
1571608700,2.663,75.7999,19.8540029813964,0,0,0,1
1571609600,2.697,75.6,19.6797465425766,0,0,0,1
1571610500,2.941,75.1,20,0,0,0,0
1571611400,2.896,75.3999,20,0,0,0,0
1571612300,3.016,74.5,20,0,0,0,0
1571613200,1.894,85.7,19.2627225475786,0,0,0,1
1571614100,1.641,84.5,19.7481080472746,0,0,0,1
1571615000,1.706,82.2,19.7293407865304,0,1,0,0
1571615900,1.782,81.8999,19.605865014259,0,1,0,0
1571616800,1.691,83.5,19.2183736889192,0,1,0,1
1571617700,1.661,84.2,19.4825131798244,1,1,1,1
1571618600,1.72,83.3999,20.7400111274526,1,0,1,1
1571619500,1.829,82.7,21.0939081614027,1,1,1,1
1571620400,1.858,82.7,20.5773228563282,1,0,1,1
1571621300,1.801,82.8999,19.5100365959512,1,1,1,1
1571622200,1.816,84.1,19.8077849801774,1,1,1,0
1571623100,1.731,83.7999,20.2297374404139,1,1,1,1
1571624000,1.658,84.3999,20.564315472442,1,1,1,0
1571624900,1.673,84.7999,20.8642051270216,0,1,1,0
1571625800,1.75,84,19.7363133518782,1,1,1,1
1571626700,1.798,84.2999,19.5959018850764,0,1,1,1
1571627600,1.846,84.2,19.8398624796045,1,1,1,1
1571628500,1.76,83,20.8380733824701,1,0,1,1
1571629400,1.588,82.6,20,0,0,0,0
1571630300,1.347,82.1,20.4326824600605,0,0,1,0
1571631200,1.452,82.6,21.1988554581132,1,0,1,0
1571632100,1.488,82.1,20.3628126263368,1,0,1,1
1571633000,1.437,82.2,19.2703643724453,1,0,0,1
1571633900,1.46,82.1,20.3201209570233,1,0,1,1
1571634800,1.438,83.1,19.6195039404867,1,0,1,1
1571635700,1.482,83.7999,18.7001002512216,0,1,1,1
1571636600,1.528,83.3999,19.8848006080046,1,1,1,1
1571637500,1.69,82.2999,20.3744303696043,1,1,1,1
1571638400,1.788,82.2999,20.780309408005,1,1,1,1
1571639300,1.836,82,19.8686980143786,1,1,1,1
1571640200,1.845,83.1,18.6240359991771,1,1,0,1
1571641100,1.802,84.2,20.7319141815546,1,1,1,1
1571642000,1.872,84.6,19.5063657367927,1,1,1,1
1571642900,1.94,84.5,19.9073988498249,1,1,1,1
1571643800,2.022,83.7,20.1390394658465,1,1,1,0
1571644700,1.961,84.3999,19.4655595843571,0,1,1,1
1571645600,1.923,85.6,20.0049469175978,0,0,1,0
1571646500,1.762,87.7999,19.4015177113455,0,0,0,1
1571647400,1.667,88.6,19.4722558205083,0,0,0,1
1571648300,2.033,82.3999,19.9607747389374,0,0,0,1
1571649200,2.169,81.7999,20,0,0,0,0
1571650100,1.899,80.5,20,0,0,0,0
1571651000,1.955,77.6,20,0,0,0,0
1571651900,1.875,75.3999,20,0,0,0,0
1571652800,1.968,70.2,20,0,0,0,0
1571653700,2.031,71,20,0,0,0,0
1571654600,1.946,70.2,19.7881992326418,0,0,0,1
1571655500,1.847,69.2,20.3154169432954,0,0,1,1
1571656400,1.722,68.73,20,0,0,0,0
1571657300,1.712,66.6,20,0,0,0,0
1571658200,1.663,67.72,20,0,0,0,0
1571659100,1.598,67.85,20,0,0,0,0
1571660000,1.439,68.59,20,0,0,0,0
1571660900,1.378,67.75,20,0,0,0,0
1571661800,1.474,66.33,19.756136414115,0,0,0,1
1571662700,1.498,66.23,19.9209738903279,0,0,1,1
1571663600,1.42,65.96,20,0,0,0,0
1571664500,1.265,66.84,20,0,0,0,0
1571665400,1.298,66.9399,20,0,0,0,0
1571666300,1.312,67.2799,20,0,0,0,0
1571667200,1.416,67.25,20,0,0,0,0
1571668100,1.574,66.9099,20,0,0,0,0
1571669000,1.765,66.33,20,0,0,0,0
1571669900,2.024,66.1599,20,0,0,0,0
1571670800,2.23,65.75,20,0,0,0,0
1571671700,2.452,65.0399,20,0,0,0,0
1571672600,2.809,64.9399,20,0,0,0,0
1571673500,3.104,64.2,20.6852816439205,1,0,0,0
1571674400,3.311,63.6899,20,0,0,0,0
1571675300,3.424,63.93,20,0,0,0,0
1571676200,3.699,63.18,20,0,0,0,0
1571677100,4.161,61.04,19.5264311221943,0,0,0,1
1571678000,4.106,62.1899,18.7053969447442,0,1,0,1
1571678900,4.229,61.5099,19.5993850756904,0,1,0,0
1571679800,4.254,60.96,20.0126535004874,1,0,0,0
1571680700,4.476,61.27,20,0,0,0,0
1571681600,4.396,62.05,20.2535864538906,1,0,0,0
1571682500,4.354,61.67,19.9693597849321,1,1,0,0
1571683400,4.696,61.47,20,0,0,0,0
1571684300,5.14,60.36,20,0,0,0,0
1571685200,5.17599,59.92,20.6706441706084,0,0,1,0
1571686100,5.376,58.83,20.0620370581912,0,0,1,0
1571687000,5.324,58.9,20,0,0,0,0
1571687900,5.16599,57.79,20,0,0,0,0
1571688800,5.216,56.87,20,0,0,0,0
1571689700,4.88599,59.17,20.2601470320426,0,0,1,0
1571690600,4.963,57.95,20,0,0,0,0
1571691500,4.836,58.83,20.9825557793228,1,0,0,0
1571692400,4.847,57.75,20,0,0,0,0
1571693300,4.639,59.48,19.8912203838466,0,0,0,1
1571694200,4.592,59.61,19.2014807553645,0,0,0,1
1571695100,4.393,60.56,20,0,0,0,0
1571696000,4.48499,59.95,20,0,0,0,0
1571696900,4.85699,58.5,20,0,0,0,0
1571697800,4.798,59.64,20,0,0,0,0
1571698700,4.389,60.6899,20,0,0,0,0
1571699600,4.1,61.54,20.171667932798,1,0,0,0
1571700500,3.819,62.62,20.8985398376736,1,0,0,0
1571701400,3.719,62.15,20.5111943391797,1,0,0,0
1571702300,3.541,63.2,20.4439260671057,1,0,0,0
1571703200,3.491,62.49,20,0,0,0,0
1571704100,3.396,62.35,20.9384825445366,0,0,1,0
1571705000,3.247,63.54,20.7111366994846,1,1,1,0
1571705900,3.157,63.04,20.672914225823,1,1,1,0
1571706800,2.973,63.75,20.1801721099386,1,1,1,1
1571707700,2.677,64.87,20.2514100218129,1,1,1,1
1571708600,2.194,66.22,20.2278360960529,1,1,0,1
1571709500,1.865,67.85,20.0770810950302,1,1,0,0
1571710400,2.048,67.0399,19.4310828452205,1,1,0,1
1571711300,2.196,66.46,18.6478081030015,0,1,0,1
1571712200,1.949,67.5099,19.5503807451381,0,1,1,1
1571713100,1.432,68.5599,19.9404854696389,1,1,1,1
1571714000,1.085,68.5299,20.0798734171843,0,1,1,1
1571714900,0.610999,70.7,19.7515823573014,0,1,1,1
1571715800,0.311,75.7,20.2446322904412,1,1,1,1
1571716700,0.00899999,76.7999,20.0755862167464,1,1,1,1
1571717600,0.0869999,79.2,19.91631989268,1,1,1,1
1571718500,0.109,79.5,20.8131570995496,1,1,1,1
1571719400,-0.0749999,77.7999,20.2921218655555,1,0,1,1
1571720300,-1.03,80.5,19.4775724882771,1,1,1,1
1571721200,-0.785,81.8999,19.2607406959387,0,1,1,1
1571722100,-0.575,83.2,19.7934425709186,1,1,1,1
1571723000,-0.507,80.7999,18.9734669591471,0,1,1,1
1571723900,-1.761,81.7,18.9881699016808,1,1,1,1
1571724800,-2.015,83.5,19.9226480450227,0,1,1,1
1571725700,-1.68,84.8999,19.5565665765133,0,1,1,1
1571726600,-1.48,85.2999,19.2826398664261,0,1,1,1
1571727500,-1.696,86.2999,20.1989988673964,0,1,1,1
1571728400,-1.644,86,20.5709489194585,1,1,1,1
1571729300,-1.698,85.8999,20.6621003390575,1,0,1,0
1571730200,-2.447,86.3999,19.7853757922876,1,1,1,1
1571731100,-2.531,86.8999,20.7580981344056,1,0,1,1
1571732000,1.109,87.2,20,0,0,0,0
1571732900,0.9250001,87,20,0,0,0,0
1571733800,-0.03,87.5,20,0,0,0,0
1571734700,0.215,87.7999,20,0,0,0,0
1571735600,0.425,88.2,20,0,0,0,0
1571736500,0.493,89.2,20,0,0,0,0
1571737400,-0.761,88.7,20,0,0,0,0
1571738300,-1.015,89.2,20,0,0,0,0
1571739200,-0.68,88.7999,20,0,0,0,0
1571740100,-0.48,89.6,20,0,0,0,0
1571741000,-0.696,90.2999,20.9230875768886,1,0,0,0
1571741900,-0.644,90.1,20.3191477289048,1,0,0,0
1571742800,-3.204,89.7999,20,0,0,0,0
1571743700,-3.434,89.8999,20,0,0,0,0
1571744600,-3.152,90.8999,20,0,0,0,0
1571745500,-2.906,91.2999,20,0,0,0,0
